Nome,Sobrenome,Data de Nascimento,Idade,Gênero,Curso,Tipo de Logradouro,Logradouro,Número,Cidade,RA,Nota Final,Valor Mensalidade
Mateus,da Conceição,11/09/1995,28,Masculino,Ciências Econômicas,Rua,Conjunto Lavínia Andrade,671,São Bernardo do Campo,58372832,0,2700
Carlos,Araújo,29/09/1997,26,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Feira Igor Rezende,9,Campinas,37126785,4,3200
Beatriz,Porto,18/02/1968,56,Feminino,Ciência da Computação,Avenida,Viaduto Alexia Cunha,16,São Paulo,22747011,1,3700
Fernanda,Alves,05/04/1999,25,Feminino,Administração,Alameda,Viaduto de Cirino,521,Guarulhos,37676848,4,4000
Felipe,Sampaio,19/09/1983,40,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Lago Vinicius Câmara,5,São José dos Campos,41674277,6,3600
Juliana,Silva,18/10/2004,19,Feminino,Ciências Econômicas,Rua,Travessa Sales,30,Guarulhos,30764823,3,2700
Juliana,Peixoto,17/06/1973,51,Feminino,Relações Públicas,Alameda,Pátio Evelyn Siqueira,15,Sorocaba,38501458,2,3300
Carlos,Gomes,14/03/2005,19,Masculino,Ciências Contábeis,Estrada,Jardim de Gomes,47,Osasco,19078037,1,3800
Gabriel,Leão,25/05/1995,29,Masculino,Administração,Estrada,Aeroporto de Rodrigues,8,São José dos Campos,53213760,6,3000
Lucas,da Rosa,31/10/2003,20,Masculino,Ciências Econômicas,Alameda,Travessa Lopes,871,Guarulhos,73413623,5,3300
Carlos,Barros,16/08/1968,55,Masculino,Administração,Estrada,Distrito de Cirino,7,Campinas,65496543,8,2300
Daniel,Duarte,08/05/1992,32,Masculino,Secretariado,Estrada,Chácara Albuquerque,7,São Paulo,18559477,9,4000
Pedro,da Cunha,25/11/1987,36,Masculino,Relações Internacionais,Alameda,Estação Ferreira,11,Osasco,47977847,4,3400
Daniel,da Conceição,20/11/1987,36,Masculino,Relações Públicas,Avenida,Ladeira Gabrielly da Luz,88,São Bernardo do Campo,22416947,5,3200
Rafael,Moreira,27/07/1966,58,Masculino,Publicidade e Propaganda,Alameda,Estação Câmara,868,São Paulo,71557455,6,3400
Beatriz,Pinto,03/04/1973,51,Feminino,Ciências Econômicas,Estrada,Lagoa Ana Liz Pacheco,53,Ribeirão Preto,64433045,4,2700
Beatriz,Moreira,01/05/1998,26,Feminino,Administração,Avenida,Residencial de Brito,20,São Bernardo do Campo,34148751,4,2900
Carlos,Silva,07/04/1967,57,Masculino,Relações Internacionais,Estrada,Aeroporto Caleb Mendonça,40,São Paulo,89891612,1,3000
Gabriel,Silva,27/09/1967,56,Masculino,Relações Internacionais,Viela,Sítio da Conceição,77,Guarulhos,53981849,9,2300
João,Barros,27/09/2003,20,Masculino,Ciências Econômicas,Alameda,Esplanada Luiz Otávio Sales,1,Mauá,79646756,3,2900
Ana,Cavalcanti,16/02/1998,26,Feminino,Ciência da Computação,Estrada,Trevo de Garcia,50,Santo André,09074856,8,2100
Carlos,Pereira,12/05/2004,20,Masculino,Ciência da Computação,Estrada,Rodovia Kaique Vasconcelos,49,Ribeirão Preto,06907354,7,2600
João,Moraes,30/05/1972,52,Masculino,Publicidade e Propaganda,Rua,Campo de Rocha,649,São Paulo,54219571,6,3400
Vanessa,Ribeiro,08/12/1997,26,Feminino,Ciências Contábeis,Estrada,Esplanada Leonardo Monteiro,9,São Bernardo do Campo,92896875,3,3200
Juliana,Marques,17/11/1990,33,Feminino,Ciências Econômicas,Rua,Largo de Pereira,762,Sorocaba,05749196,7,3700
Fernanda,Gonçalves,05/10/1986,37,Feminino,Relações Públicas,Rua,Trevo Jade Barros,254,Santo André,19110017,3,3300
Mateus,Machado,09/02/1973,51,Masculino,Ciências Contábeis,Estrada,Loteamento Mateus Dias,47,Mauá,44629625,5,2400
Fernanda,da Luz,07/12/1990,33,Feminino,Publicidade e Propaganda,Estrada,Estação Leandro Fogaça,8,Ribeirão Preto,14131021,3,4000
Claudia,Guerra,22/02/1966,58,Feminino,Publicidade e Propaganda,Viela,Vale de da Conceição,77,Campinas,97413081,8,2600
Ana,Castro,28/06/1980,44,Feminino,Publicidade e Propaganda,Rua,Via Alice Brito,842,Santo André,62385347,2,2500
Fernanda,Martins,05/05/1975,49,Feminino,Ciências Econômicas,Rua,Lago de da Rosa,23,Sorocaba,10428167,5,2700
Camila,da Cruz,01/11/2005,18,Feminino,Publicidade e Propaganda,Estrada,Setor Emilly Mendonça,61,Osasco,00053418,0,3000
Felipe,Moreira,11/04/1971,53,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Favela de Sampaio,112,Guarulhos,33340109,1,3900
Vanessa,da Mota,07/02/1973,51,Feminino,Relações Públicas,Rua,Conjunto Montenegro,82,Campinas,04431477,0,4000
José,Moraes,08/01/1967,57,Masculino,Ciências Econômicas,Rua,Jardim de Montenegro,767,Osasco,99883634,10,2300
Claudia,Cunha,15/10/1995,28,Feminino,Secretariado,Alameda,Residencial Sales,75,Santo André,65960006,6,3900
Fernanda,Brito,15/03/1971,53,Feminino,Secretariado,Alameda,Viaduto de Peixoto,49,São Paulo,98088855,5,2400
Luciana,Azevedo,16/02/2006,18,Feminino,Publicidade e Propaganda,Estrada,Vale Elisa Sales,71,São Bernardo do Campo,85300784,4,2300
Mateus,Nogueira,05/07/1968,56,Masculino,Relações Públicas,Alameda,Vila Joana Abreu,92,Osasco,51569359,0,2400
Juliana,Pinto,08/10/1973,50,Feminino,Publicidade e Propaganda,Viela,Feira Ana Liz Rocha,50,Ribeirão Preto,59709571,4,2000
Fernanda,Farias,19/08/1996,27,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Sítio de Fonseca,16,Osasco,40935436,5,3600
Daniel,Pereira,03/05/1998,26,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Rodovia Cauã Costela,89,Guarulhos,67306470,9,2400
Ana,Moreira,30/01/1996,28,Feminino,Ciência da Computação,Viela,Trecho de Guerra,16,Osasco,47173311,1,3800
Claudia,Abreu,26/06/1973,51,Feminino,Ciência da Computação,Avenida,Loteamento de Martins,2,Osasco,46354349,2,3400
Mateus,Almeida,08/02/2004,20,Masculino,Ciências Contábeis,Viela,Residencial Melo,959,São Bernardo do Campo,15505394,3,2800
Claudia,Cardoso,06/02/1991,33,Feminino,Ciências Econômicas,Estrada,Colônia Guerra,699,São Paulo,70461134,0,2700
Beatriz,das Neves,27/05/1978,46,Feminino,Relações Públicas,Estrada,Praça Julia Aragão,85,Guarulhos,49124281,0,3900
João,da Luz,30/04/1986,38,Masculino,Relações Internacionais,Rua,Lago da Luz,320,Campinas,17119890,4,3500
José,Ferreira,14/11/1985,38,Masculino,Relações Internacionais,Viela,Colônia Ágatha Nascimento,836,Guarulhos,36633560,7,2300
Juliana,Garcia,09/01/1985,39,Feminino,Ciências Contábeis,Alameda,Pátio Novaes,54,São Bernardo do Campo,72110090,7,3800
Juliana,Fogaça,27/07/1968,56,Feminino,Relações Internacionais,Alameda,Lago de Sampaio,201,Guarulhos,47963880,0,3400
Luciana,Sampaio,25/11/1993,30,Feminino,Administração,Alameda,Viela Davi Lucca Castro,19,São Paulo,77457315,5,2400
Ana,Pastor,30/10/1998,25,Feminino,Publicidade e Propaganda,Estrada,Vale Camargo,885,São Bernardo do Campo,73553499,5,3400
Pedro,Melo,14/07/1999,25,Masculino,Ciência da Computação,Avenida,Parque Macedo,27,Guarulhos,94096598,2,2900
Patrícia,Marques,19/11/1974,49,Feminino,Administração,Rua,Distrito Manuela Rios,760,Ribeirão Preto,71625725,2,2700
Daniel,Martins,09/10/1996,27,Masculino,Análise e Desenvolvimento de Sistemas,Alameda,Rodovia Dias,47,São Paulo,90460976,1,3000
Fernanda,Machado,04/03/2005,19,Feminino,Administração,Estrada,Ladeira José Pedro da Luz,77,Santo André,36314665,1,2100
Felipe,Mendes,30/12/1993,30,Masculino,Ciências Econômicas,Alameda,Lago Ana Vargas,4,Sorocaba,29498969,7,3000
Felipe,Andrade,23/05/1984,40,Masculino,Publicidade e Propaganda,Estrada,Quadra Vinícius Nascimento,410,Sorocaba,19067815,3,3100
Gabriel,Porto,29/09/1980,43,Masculino,Secretariado,Rua,Núcleo de Pinto,69,São José dos Campos,48967307,10,2300
Claudia,Pastor,09/09/2000,23,Feminino,Ciências Contábeis,Estrada,Quadra de Rodrigues,224,Guarulhos,28453404,6,2600
Mateus,Mendonça,31/12/1991,32,Masculino,Relações Internacionais,Alameda,Morro Caleb Monteiro,89,Mauá,02406951,2,3100
Lucas,Sales,09/11/1968,55,Masculino,Relações Internacionais,Estrada,Esplanada da Cunha,41,Sorocaba,50032086,10,3600
Juliana,Pires,23/09/1984,39,Feminino,Ciências Contábeis,Rua,Fazenda Dante Farias,57,Campinas,96045075,3,2500
Vanessa,Souza,21/09/1994,29,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Núcleo Vargas,24,São Bernardo do Campo,29303507,2,2600
Luciana,Porto,25/12/1997,26,Feminino,Ciências Econômicas,Rua,Viela da Costa,883,São Paulo,52309416,9,3400
Mateus,Rocha,09/08/1984,40,Masculino,Ciência da Computação,Estrada,Sítio Carvalho,745,Osasco,59095916,6,3200
Gabriel,Leão,22/09/1982,41,Masculino,Ciências Econômicas,Avenida,Estação Souza,87,São Bernardo do Campo,14778904,4,2300
Rafael,Vieira,15/03/1971,53,Masculino,Relações Públicas,Estrada,Recanto de Abreu,9,Ribeirão Preto,25628498,4,3100
Felipe,Monteiro,09/01/1984,40,Masculino,Secretariado,Viela,Vereda Pastor,6,São José dos Campos,69430994,4,2300
Ana,Fogaça,04/08/1994,30,Feminino,Administração,Estrada,Passarela Clara Pacheco,9,Osasco,86232065,8,2100
Luciana,Sales,04/09/1965,58,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Estação de Santos,35,Santo André,80117738,2,2600
Pedro,Pinto,02/09/1994,29,Masculino,Administração,Rua,Passarela João Felipe Vargas,90,São Paulo,29717425,5,3400
Beatriz,da Cruz,19/10/1994,29,Feminino,Secretariado,Rua,Via Jesus,17,Ribeirão Preto,49005917,8,3400
Juliana,Correia,12/07/1998,26,Feminino,Administração,Avenida,Vereda de Mendonça,22,São José dos Campos,96593857,4,2800
Vanessa,Correia,10/09/1982,41,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Trevo Sá,59,Sorocaba,21637308,1,3600
Gabriel,Costela,11/05/1966,58,Masculino,Ciências Econômicas,Viela,Distrito João Miguel Borges,1,Santo André,18000718,8,2500
Claudia,Marques,05/01/1968,56,Feminino,Ciências Econômicas,Rua,Núcleo Renan Câmara,63,Mauá,45139676,6,3600
Beatriz,Borges,07/09/1975,48,Feminino,Administração,Estrada,Favela de da Cruz,49,São Bernardo do Campo,55186250,3,4000
Vanessa,Garcia,02/07/1987,37,Feminino,Ciências Econômicas,Rua,Trevo de Rodrigues,17,Ribeirão Preto,85312295,8,3200
Daniel,Dias,05/12/1996,27,Masculino,Administração,Estrada,Favela de da Cunha,27,São José dos Campos,12894459,2,3400
Lucas,Rios,13/08/2005,18,Masculino,Ciência da Computação,Estrada,Núcleo Guerra,19,Santo André,28683497,8,3300
Daniel,Almeida,28/05/2004,20,Masculino,Secretariado,Rua,Alameda de da Cunha,7,São Paulo,11906795,2,2300
Claudia,Carvalho,16/10/1995,28,Feminino,Publicidade e Propaganda,Rua,Feira Vicente Vasconcelos,4,Sorocaba,94174505,1,2200
João,Fonseca,27/07/1983,41,Masculino,Secretariado,Rua,Recanto Letícia Santos,559,Mauá,71587356,2,3900
Gabriel,das Neves,14/05/1985,39,Masculino,Relações Públicas,Rua,Travessa de Machado,15,São Paulo,42045028,7,2200
Luciana,Montenegro,19/02/1991,33,Feminino,Ciência da Computação,Alameda,Distrito Almeida,17,Ribeirão Preto,64856509,3,2200
Fernanda,Caldeira,02/05/2005,19,Feminino,Secretariado,Avenida,Avenida Zoe Fonseca,84,Campinas,03387122,9,2200
João,Novaes,17/09/1969,54,Masculino,Ciências Contábeis,Rua,Morro de Aparecida,92,Santo André,29608145,2,2100
Carlos,Câmara,27/04/1991,33,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Núcleo Oliveira,64,Santo André,50979458,4,2400
Ana,Andrade,09/07/1988,36,Feminino,Ciências Contábeis,Viela,Campo Castro,33,São José dos Campos,59553387,10,3500
Beatriz,Silveira,29/01/1966,58,Feminino,Ciências Contábeis,Avenida,Trecho Melissa Carvalho,40,Osasco,43422773,7,2500
Gabriel,Fogaça,15/11/1965,58,Masculino,Secretariado,Alameda,Conjunto Novais,94,São Paulo,21441995,5,2200
Mateus,Rezende,12/03/1967,57,Masculino,Relações Públicas,Alameda,Colônia Otávio Rocha,235,Santo André,56136838,7,3600
Maria,da Conceição,20/04/1969,55,Feminino,Secretariado,Rua,Núcleo Ana Júlia Porto,64,Mauá,65253820,3,2700
Ana,Leão,10/04/1985,39,Feminino,Administração,Avenida,Viaduto de Campos,81,Osasco,93368233,8,2400
Pedro,Garcia,08/05/1967,57,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Via de Cunha,356,Campinas,51016141,0,2800
Juliana,da Rocha,01/06/1992,32,Feminino,Administração,Avenida,Via de Cirino,72,Campinas,95738922,3,3100
Luciana,Andrade,01/12/1975,48,Feminino,Ciências Econômicas,Rua,Viaduto de Silva,37,Santo André,74773563,8,2600
Maria,das Neves,24/11/1974,49,Feminino,Ciência da Computação,Avenida,Praça de Macedo,3,Sorocaba,27573934,1,3700
Fernanda,Nunes,07/10/1966,57,Feminino,Ciências Contábeis,Estrada,Travessa de Monteiro,84,Ribeirão Preto,05178172,7,2800
Beatriz,Correia,22/06/1986,38,Feminino,Ciências Econômicas,Alameda,Recanto Emanuel Rocha,88,São Bernardo do Campo,73825779,3,3100
Carlos,Cassiano,13/03/2006,18,Masculino,Relações Internacionais,Viela,Lago de Moreira,558,Campinas,98786160,8,3000
Juliana,da Luz,20/10/1994,29,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Trevo Emanuel Monteiro,48,São Bernardo do Campo,97870199,3,3100
José,Fogaça,25/12/1997,26,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Viaduto Olívia Albuquerque,72,Ribeirão Preto,71827505,6,2800
Mateus,Leão,11/10/1972,51,Masculino,Ciências Econômicas,Avenida,Parque Asafe Souza,76,Santo André,73691494,1,3600
João,da Rocha,28/04/2006,18,Masculino,Administração,Alameda,Via Luiza Mendonça,83,São José dos Campos,97850082,9,2900
Claudia,Monteiro,02/11/1992,31,Feminino,Ciência da Computação,Estrada,Esplanada Câmara,10,Sorocaba,41457115,1,3500
Mateus,Gomes,19/01/2006,18,Masculino,Ciências Contábeis,Viela,Fazenda Elisa Siqueira,18,Mauá,16656202,7,3000
Daniel,Gomes,03/04/1968,56,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Largo Marcela Gonçalves,79,Santo André,37895292,0,2200
Daniel,Guerra,13/12/2003,20,Masculino,Publicidade e Propaganda,Alameda,Travessa de Vieira,71,São Bernardo do Campo,77049840,4,3200
Felipe,Macedo,20/11/1972,51,Masculino,Administração,Alameda,Vale de Peixoto,67,Santo André,63928417,4,2200
João,Mendonça,06/06/2006,18,Masculino,Relações Internacionais,Rua,Estrada de da Costa,718,São José dos Campos,33870844,1,3100
Rafael,Ramos,06/03/1972,52,Masculino,Secretariado,Avenida,Viela Isaque Alves,70,Osasco,84126247,9,3100
Mateus,Rezende,06/12/1979,44,Masculino,Publicidade e Propaganda,Rua,Praia Isabelly Castro,417,Santo André,55651672,1,2500
Carlos,Rodrigues,05/04/2001,23,Masculino,Ciências Contábeis,Avenida,Favela Sousa,8,São Bernardo do Campo,59321201,7,2200
Pedro,Freitas,05/05/1981,43,Masculino,Ciências Contábeis,Rua,Alameda Ana Lívia Camargo,472,São Bernardo do Campo,74574507,6,2200
Juliana,Castro,21/01/1965,59,Feminino,Ciência da Computação,Viela,Chácara Nascimento,44,Ribeirão Preto,32379469,1,3600
Luciana,da Paz,21/12/1970,53,Feminino,Ciências Econômicas,Alameda,Residencial Ana Beatriz Fernandes,6,Santo André,96236604,9,3600
Camila,Fernandes,07/10/1988,35,Feminino,Ciência da Computação,Alameda,Travessa de Novaes,4,Santo André,30972981,5,2800
José,da Cruz,01/01/1980,44,Masculino,Análise e Desenvolvimento de Sistemas,Viela,Avenida de Pacheco,31,Sorocaba,37226693,7,3000
Felipe,Rios,10/10/1972,51,Masculino,Ciências Contábeis,Avenida,Lagoa de Vargas,56,Osasco,22737053,8,3900
Beatriz,da Mata,30/06/1993,31,Feminino,Ciências Econômicas,Rua,Sítio Leandro da Rocha,3,Ribeirão Preto,13283041,9,3000
Juliana,Sampaio,24/07/1965,59,Feminino,Ciências Econômicas,Alameda,Morro Arthur Gabriel Mendes,11,Mauá,97160202,9,2100
José,Cirino,29/12/2002,21,Masculino,Publicidade e Propaganda,Alameda,Condomínio Souza,72,Ribeirão Preto,72589025,1,3900
Daniel,Ramos,16/10/2005,18,Masculino,Relações Internacionais,Alameda,Pátio de Souza,35,São Bernardo do Campo,11214651,7,2500
Camila,Lopes,27/04/1970,54,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Recanto Vargas,61,São Paulo,15499396,0,2600
Claudia,Silveira,03/12/1992,31,Feminino,Relações Internacionais,Viela,Vereda Emilly Brito,47,Campinas,81383813,7,3800
Gabriel,Rocha,23/11/1988,35,Masculino,Ciências Econômicas,Viela,Trecho Eloah Vieira,15,Sorocaba,08883769,5,2000
Felipe,Montenegro,11/01/1977,47,Masculino,Ciências Econômicas,Alameda,Núcleo Maitê da Mota,13,Sorocaba,99466655,0,3800
Felipe,Porto,20/02/1977,47,Masculino,Ciências Econômicas,Avenida,Passarela de Mendes,7,Ribeirão Preto,87444592,0,3100
Daniel,da Rocha,23/03/1976,48,Masculino,Secretariado,Estrada,Feira de Mendes,174,Santo André,82538558,10,2300
Fernanda,da Rosa,03/04/1990,34,Feminino,Secretariado,Viela,Alameda de Rezende,452,Sorocaba,37204542,8,3600
Patrícia,Barros,30/07/1976,48,Feminino,Ciências Econômicas,Estrada,Fazenda Barbosa,40,São Paulo,43646874,4,2800
Beatriz,Borges,30/04/2002,22,Feminino,Administração,Avenida,Alameda de Vieira,353,São José dos Campos,63039047,3,3500
Daniel,Lima,18/07/1990,34,Masculino,Secretariado,Alameda,Jardim Pinto,75,Sorocaba,45373589,0,2600
Lucas,Sousa,09/03/1989,35,Masculino,Relações Públicas,Rua,Praia de da Mota,2,Guarulhos,01798044,6,3400
Camila,Albuquerque,22/08/1963,60,Feminino,Relações Internacionais,Viela,Vale Luiz Fernando Teixeira,31,Ribeirão Preto,56495088,0,2200
Luciana,Camargo,25/05/1974,50,Feminino,Administração,Rua,Alameda Nicole da Cruz,22,São José dos Campos,32875663,5,2900
Patrícia,Moura,29/01/1966,58,Feminino,Ciências Contábeis,Viela,Trevo Santos,58,Ribeirão Preto,79829357,7,3900
Juliana,Rodrigues,04/05/1968,56,Feminino,Relações Internacionais,Avenida,Esplanada Silva,83,Osasco,48493572,5,2400
José,Vargas,19/12/1973,50,Masculino,Ciências Econômicas,Rua,Esplanada Nathan Sales,565,Campinas,16236326,8,3600
Rafael,Vasconcelos,09/08/1978,46,Masculino,Relações Públicas,Alameda,Colônia Aurora Costela,3,Mauá,24585683,7,2800
Rafael,Garcia,07/12/1982,41,Masculino,Ciências Contábeis,Viela,Favela de Nogueira,93,Sorocaba,98776850,6,3500
José,Fonseca,18/01/1992,32,Masculino,Ciência de Dados e Inteligência Artificial,Avenida,Conjunto de Costela,192,Campinas,38793632,2,2600
Rafael,Araújo,02/04/1965,59,Masculino,Ciências Contábeis,Viela,Pátio Jesus,181,Ribeirão Preto,87256905,7,2600
Luciana,da Mota,06/03/2003,21,Feminino,Administração,Avenida,Distrito Letícia Pastor,761,Santo André,93350661,1,3700
Luciana,Siqueira,16/06/1987,37,Feminino,Secretariado,Avenida,Aeroporto de Gomes,537,Osasco,26301276,3,3000
Gabriel,Cassiano,08/08/1996,27,Masculino,Ciências Contábeis,Viela,Trecho Lima,23,Santo André,27700635,8,2200
Carlos,da Mata,27/08/1963,60,Masculino,Relações Internacionais,Viela,Estação de Sampaio,64,Guarulhos,91024601,10,2600
José,Mendonça,18/11/1964,59,Masculino,Relações Públicas,Rua,Conjunto Moreira,335,São Bernardo do Campo,36221644,1,3600
Patrícia,Gonçalves,20/09/1995,28,Feminino,Publicidade e Propaganda,Rua,Favela Aparecida,96,Ribeirão Preto,61199976,1,2200
Luciana,Gonçalves,04/10/1989,34,Feminino,Administração,Estrada,Área Cauê Rios,99,Ribeirão Preto,57615022,10,2700
Gabriel,Rocha,29/11/1967,56,Masculino,Secretariado,Estrada,Recanto Juliana Guerra,94,Mauá,73040677,9,3100
Luciana,Souza,17/04/1995,29,Feminino,Publicidade e Propaganda,Viela,Fazenda Rezende,3,Guarulhos,84642391,1,2000
Claudia,Lima,03/06/1989,35,Feminino,Secretariado,Avenida,Praia de Oliveira,36,São José dos Campos,85221635,10,2400
Lucas,Brito,08/12/2004,19,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Chácara de Moreira,35,Sorocaba,18398526,5,4000
Claudia,Garcia,10/02/1974,50,Feminino,Relações Públicas,Alameda,Viela Peixoto,52,São Paulo,86778462,3,2800
João,Rocha,10/01/1972,52,Masculino,Publicidade e Propaganda,Viela,Quadra Monteiro,67,Osasco,12942691,10,3700
Rafael,Costela,05/03/1992,32,Masculino,Relações Públicas,Viela,Pátio Farias,73,Campinas,33984050,4,3400
Camila,Vasconcelos,20/09/1997,26,Feminino,Ciências Contábeis,Avenida,Via da Cruz,43,Ribeirão Preto,93639742,10,3000
Patrícia,Teixeira,12/02/2006,18,Feminino,Secretariado,Viela,Jardim de da Cruz,29,Osasco,31885545,4,3200
Felipe,das Neves,19/10/1975,48,Masculino,Ciência da Computação,Avenida,Chácara Leonardo Almeida,8,Guarulhos,22062369,7,2300
Ana,Pereira,06/08/1981,43,Feminino,Publicidade e Propaganda,Rua,Alameda Ryan Sousa,520,Guarulhos,99221305,1,3700
Camila,Barbosa,16/04/1973,51,Feminino,Relações Públicas,Avenida,Avenida de Rios,66,Mauá,23634137,9,2800
Patrícia,Araújo,19/12/1969,54,Feminino,Ciências Econômicas,Viela,Avenida Gabrielly Azevedo,5,Ribeirão Preto,36447741,7,2700
